anio,prov_id,grupo_edad,sexo,proy_pob,pob_est_2010,pob_est_2022
2018,62,20-39 años,femenino,109871,98731,116790
2018,62,20-39 años,masculino,111579,97534,112237
2018,62,40-49 años,femenino,47056,38618,54479
2018,62,40-49 años,masculino,45976,37029,51161
2018,62,50-59 años,femenino,36850,31598,40561
2018,62,50-59 años,masculino,35229,30736,37442
2018,62,60-69 años,femenino,28578,22279,31718
2018,62,60-69 años,masculino,26777,21262,28479
2018,62,70-79 años,femenino,17649,13017,20472
2018,62,70-79 años,masculino,15028,10919,16705
2018,62,80+ años,femenino,9890,7276,10724
2018,62,80+ años,masculino,6131,4282,6579
2018,66,20-39 años,femenino,215855,185945,231892
2018,66,20-39 años,masculino,212267,176250,221105
2018,66,40-49 años,femenino,80251,63301,94685
2018,66,40-49 años,masculino,75640,59968,86658
2018,66,50-59 años,femenino,59241,50972,68606
2018,66,50-59 años,masculino,55530,47734,62140
2018,66,60-69 años,femenino,45139,35107,51823
2018,66,60-69 años,masculino,40388,31824,45503
2018,66,70-79 años,femenino,27492,20969,32597
2018,66,70-79 años,masculino,22427,17581,25719
2018,66,80+ años,femenino,15127,10650,16843
2018,66,80+ años,masculino,9310,6587,10223
2018,70,20-39 años,femenino,114056,101152,123782
2018,70,20-39 años,masculino,116302,100247,120794
2018,70,40-49 años,femenino,46126,36950,54214
2018,70,40-49 años,masculino,44972,34288,51224
2018,70,50-59 años,femenino,35746,33234,40369
2018,70,50-59 años,masculino,32686,29374,36295
2018,70,60-69 años,femenino,30610,25711,33525
2018,70,60-69 años,masculino,25929,21884,27935
2018,70,70-79 años,femenino,20132,15054,23780
2018,70,70-79 años,masculino,15201,11129,17704
2018,70,80+ años,femenino,10127,7695,11203
2018,70,80+ años,masculino,5744,4332,6202
2018,74,20-39 años,femenino,75146,64821,84325
2018,74,20-39 años,masculino,75324,63709,81276
2018,74,40-49 años,femenino,30562,24266,38019
2018,74,40-49 años,masculino,30517,24266,35812
2018,74,50-59 años,femenino,23939,20529,28104
2018,74,50-59 años,masculino,23584,19991,26806
2018,74,60-69 años,femenino,19682,15477,21935
2018,74,60-69 años,masculino,18033,14298,20001
2018,74,70-79 años,femenino,12836,9198,14571
2018,74,70-79 años,masculino,10413,7306,11791
2018,74,80+ años,femenino,7259,5220,7210
2018,74,80+ años,masculino,3956,2706,4022
2018,78,20-39 años,femenino,55269,45102,55088
2018,78,20-39 años,masculino,59133,49924,53970
2018,78,40-49 años,femenino,21604,15361,24452
2018,78,40-49 años,masculino,23742,16783,24027
2018,78,50-59 años,femenino,14496,11045,16593
2018,78,50-59 años,masculino,15826,12308,15689
2018,78,60-69 años,femenino,9490,6612,11223
2018,78,60-69 años,masculino,9736,6479,10478
2018,78,70-79 años,femenino,5038,3507,5904
2018,78,70-79 años,masculino,4097,3089,4694
2018,78,80+ años,femenino,2432,1479,2836
2018,78,80+ años,masculino,1499,977,1783
2018,82,20-39 años,femenino,536149,493478,542694
2018,82,20-39 años,masculino,536987,486727,516588
2018,82,40-49 años,femenino,218026,183991,248080
2018,82,40-49 años,masculino,211118,175727,234691
2018,82,50-59 años,femenino,180185,167690,189388
2018,82,50-59 años,masculino,167187,156233,172779
2018,82,60-69 años,femenino,155866,134873,162011
2018,82,60-69 años,masculino,133688,114720,139891
2018,82,70-79 años,femenino,111363,99187,117583
2018,82,70-79 años,masculino,78971,68596,86373
2018,82,80+ años,femenino,76832,66143,68016
2018,82,80+ años,masculino,35277,30066,34882
2018,86,20-39 años,femenino,149133,129191,172285
2018,86,20-39 años,masculino,146693,124318,163848
2018,86,40-49 años,femenino,55017,42326,68767
2018,86,40-49 años,masculino,53528,42598,65744
2018,86,50-59 años,femenino,39527,36474,46317
2018,86,50-59 años,masculino,39402,36800,45336
2018,86,60-69 años,femenino,32029,25699,37115
2018,86,60-69 años,masculino,30874,24740,34899
2018,86,70-79 años,femenino,20088,16733,23080
2018,86,70-79 años,masculino,16736,13364,19512
2018,86,80+ años,femenino,11877,9389,12442
2018,86,80+ años,masculino,6729,5358,6986
2018,90,20-39 años,femenino,260797,226895,277243
2018,90,20-39 años,masculino,258646,218784,264035
2018,90,40-49 años,femenino,97457,76219,118471
2018,90,40-49 años,masculino,93277,71113,110814
2018,90,50-59 años,femenino,74423,71259,83873
2018,90,50-59 años,masculino,68685,66235,76264
2018,90,60-69 años,femenino,64122,48044,73095
2018,90,60-69 años,masculino,57437,42909,63375
2018,90,70-79 años,femenino,37463,30247,45021
2018,90,70-79 años,masculino,29323,21967,35168
2018,90,80+ años,femenino,21826,16585,23457
2018,90,80+ años,masculino,11667,9083,12330
2018,94,20-39 años,femenino,26688,20975,31592
2018,94,20-39 años,masculino,28288,22179,31407
2018,94,40-49 años,femenino,11008,8485,13327
2018,94,40-49 años,masculino,11196,8785,13127
2018,94,50-59 años,femenino,8367,5715,9796
2018,94,50-59 años,masculino,8604,6477,8873
2018,94,60-69 años,femenino,4827,2567,6666
2018,94,60-69 años,masculino,5182,2690,6599
2018,94,70-79 años,femenino,1925,1147,2695
2018,94,70-79 años,masculino,1745,967,2382
2018,94,80+ años,femenino,847,516,1197
2018,94,80+ años,masculino,480,253,711
2019,2,20-39 años,femenino,446583,484168,487711
2019,2,20-39 años,masculino,429452,454946,450632
2019,2,40-49 años,femenino,218702,187595,239774
2019,2,40-49 años,masculino,201718,164907,212440
2019,2,50-59 años,femenino,175401,183815,197626
2019,2,50-59 años,masculino,148571,148342,163778
2019,2,60-69 años,femenino,166601,161947,177234
2019,2,60-69 años,masculino,124693,118583,134881
2019,2,70-79 años,femenino,133109,122818,145588
2019,2,70-79 años,masculino,83751,75651,94649
2019,2,80+ años,femenino,101318,103481,100610
2019,2,80+ años,masculino,44607,43706,47994
2019,6,20-39 años,femenino,2536870,2386526,2616669
2019,6,20-39 años,masculino,2560990,2355157,2508060
2019,6,40-49 años,femenino,1121618,923540,1237642
2019,6,40-49 años,masculino,1087318,878829,1150653
2019,6,50-59 años,femenino,892520,809178,953510
2019,6,50-59 años,masculino,830983,746141,867242
2019,6,60-69 años,femenino,748903,634985,774148
2019,6,60-69 años,masculino,644448,546377,660434
2019,6,70-79 años,femenino,524870,433495,554740
2019,6,70-79 años,masculino,384094,309294,409703
2019,6,80+ años,femenino,327388,273440,315700
2019,6,80+ años,masculino,159896,131016,164197
2019,10,20-39 años,femenino,62160,55342,69568
2019,10,20-39 años,masculino,64061,55022,67484
2019,10,40-49 años,femenino,26173,19393,29756
2019,10,40-49 años,masculino,25741,19217,28320
2019,10,50-59 años,femenino,19111,16431,21346
2019,10,50-59 años,masculino,18835,16388,20057
2019,10,60-69 años,femenino,15322,11449,16782
2019,10,60-69 años,masculino,14625,10681,15424
2019,10,70-79 años,femenino,9586,7217,10466
2019,10,70-79 años,masculino,7967,5499,8744
2019,10,80+ años,femenino,5794,4286,5677
2019,10,80+ años,masculino,3205,2316,3212
2019,14,20-39 años,femenino,566760,507593,590657
2019,14,20-39 años,masculino,569481,498838,566330
2019,14,40-49 años,femenino,235168,191413,267414
2019,14,40-49 años,masculino,228614,181180,251147
2019,14,50-59 años,femenino,189374,170765,203970
2019,14,50-59 años,masculino,176296,156517,187612
2019,14,60-69 años,femenino,163061,141195,171581
2019,14,60-69 años,masculino,139348,119457,146956
2019,14,70-79 años,femenino,119480,96107,125908
2019,14,70-79 años,masculino,87059,68845,92655
2019,14,80+ años,femenino,73071,59593,69646
2019,14,80+ años,masculino,35874,28366,36639
2019,18,20-39 años,femenino,174713,148775,197070
2019,18,20-39 años,masculino,171655,138900,184522
2019,18,40-49 años,femenino,64410,54902,76986
2019,18,40-49 años,masculino,59609,51230,71224
2019,18,50-59 años,femenino,52930,46132,60569
2019,18,50-59 años,masculino,49517,44558,54693
2019,18,60-69 años,femenino,42009,31320,48537
2019,18,60-69 años,masculino,38824,29139,43737
2019,18,70-79 años,femenino,25647,20115,29794
2019,18,70-79 años,masculino,21066,14897,24149
2019,18,80+ años,femenino,15041,10648,15796
2019,18,80+ años,masculino,8135,5930,8626
2019,22,20-39 años,femenino,190628,159894,189918
2019,22,20-39 años,masculino,187222,152280,176432
2019,22,40-49 años,femenino,68556,56286,74048
2019,22,40-49 años,masculino,64301,53574,68146
2019,22,50-59 años,femenino,53612,46586,55057
2019,22,50-59 años,masculino,50365,46076,49618
2019,22,60-69 años,femenino,41352,29566,42846
2019,22,60-69 años,masculino,38291,27792,38355
2019,22,70-79 años,femenino,23573,19108,24145
2019,22,70-79 años,masculino,18689,14645,18957
2019,22,80+ años,femenino,13408,9339,12530
2019,22,80+ años,masculino,7103,5221,6483
2019,26,20-39 años,femenino,92891,81868,92410
2019,26,20-39 años,masculino,96322,84211,90670
2019,26,40-49 años,femenino,40496,29538,44067
2019,26,40-49 años,masculino,41305,29708,42441
2019,26,50-59 años,femenino,29131,23806,30700
2019,26,50-59 años,masculino,28482,23880,28924
2019,26,60-69 años,femenino,22183,15686,23445
2019,26,60-69 años,masculino,20556,14908,21221
2019,26,70-79 años,femenino,13280,9358,14289
2019,26,70-79 años,masculino,10572,7362,11777
2019,26,80+ años,femenino,7458,4955,7728
2019,26,80+ años,masculino,4069,2882,4578
2019,30,20-39 años,femenino,203803,181868,216233
2019,30,20-39 años,masculino,205036,180087,209003
2019,30,40-49 años,femenino,85732,70409,96007
2019,30,40-49 años,masculino,83582,68190,91742
2019,30,50-59 años,femenino,69271,62229,75121
2019,30,50-59 años,masculino,65228,59068,70496
2019,30,60-69 años,femenino,58321,48478,62750
2019,30,60-69 años,masculino,50898,42986,54690
2019,30,70-79 años,femenino,41061,33533,43688
2019,30,70-79 años,masculino,30729,23320,33081
2019,30,80+ años,femenino,25610,20075,24813
2019,30,80+ años,masculino,11880,8892,12079
2019,34,20-39 años,femenino,90711,76229,97802
2019,34,20-39 años,masculino,89664,70895,90646
2019,34,40-49 años,femenino,34117,28654,38400
2019,34,40-49 años,masculino,31838,27768,35712
2019,34,50-59 años,femenino,27536,23495,29696
2019,34,50-59 años,masculino,26860,23061,27870
2019,34,60-69 años,femenino,21475,14822,23312
2019,34,60-69 años,masculino,20079,14406,21399
2019,34,70-79 años,femenino,12373,8864,13426
2019,34,70-79 años,masculino,10631,7985,11486
2019,34,80+ años,femenino,6562,4273,6494
2019,34,80+ años,masculino,4714,3032,4170
2019,38,20-39 años,femenino,118542,105651,129379
2019,38,20-39 años,masculino,117671,101644,123280
2019,38,40-49 años,femenino,48788,36462,58243
2019,38,40-49 años,masculino,46589,33503,54069
2019,38,50-59 años,femenino,35055,30416,41054
2019,38,50-59 años,masculino,31537,27544,36142
2019,38,60-69 años,femenino,27391,20884,32129
2019,38,60-69 años,masculino,23720,18578,27239
2019,38,70-79 años,femenino,16795,12105,20054
2019,38,70-79 años,masculino,13366,10108,15762
2019,38,80+ años,femenino,8790,5695,10245
2019,38,80+ años,masculino,5535,3560,6258
2019,42,20-39 años,femenino,51120,45815,53069
2019,42,20-39 años,masculino,52092,45954,51971
2019,42,40-49 años,femenino,22572,19045,24782
2019,42,40-49 años,masculino,22190,18718,23993
2019,42,50-59 años,femenino,18815,16205,19673
2019,42,50-59 años,masculino,18296,16307,18720
2019,42,60-69 años,femenino,15291,13111,15939
2019,42,60-69 años,masculino,14649,12477,14995
2019,42,70-79 años,femenino,11128,8773,11639
2019,42,70-79 años,masculino,9217,6999,9377
2019,42,80+ años,femenino,7038,5514,6443
2019,42,80+ años,masculino,3984,2871,3711
2019,46,20-39 años,femenino,64394,53370,65283
2019,46,20-39 años,masculino,64588,51953,61749
2019,46,40-49 años,femenino,24285,18037,26896
2019,46,40-49 años,masculino,23841,17795,25141
2019,46,50-59 años,femenino,17767,14518,18883
2019,46,50-59 años,masculino,17387,14637,17710
2019,46,60-69 años,femenino,13644,9652,14231
2019,46,60-69 años,masculino,13047,9320,13311
2019,46,70-79 años,femenino,8097,5966,8638
2019,46,70-79 años,masculino,6846,4606,6915
2019,46,80+ años,femenino,4760,3297,4183
2019,46,80+ años,masculino,2595,1883,2435
2019,50,20-39 años,femenino,295030,266341,307499
2019,50,20-39 años,masculino,299218,261436,296423
2019,50,40-49 años,femenino,121876,96901,137781
2019,50,40-49 años,masculino,116725,89448,128333
2019,50,50-59 años,femenino,94867,88760,105301
2019,50,50-59 años,masculino,86990,79980,93546
2019,50,60-69 años,femenino,83485,70866,90256
2019,50,60-69 años,masculino,71148,60727,76909
2019,50,70-79 años,femenino,59030,45239,66301
2019,50,70-79 años,masculino,44615,33912,50055
2019,50,80+ años,femenino,34406,26408,34214
2019,50,80+ años,masculino,19125,14439,19332
2019,54,20-39 años,femenino,193515,162165,208207
2019,54,20-39 años,masculino,192236,155091,192721
2019,54,40-49 años,femenino,69757,57984,78963
2019,54,40-49 años,masculino,67037,56352,73947
2019,54,50-59 años,femenino,54728,45206,59651
2019,54,50-59 años,masculino,53308,45901,55319
2019,54,60-69 años,femenino,40221,28190,45889
2019,54,60-69 años,masculino,39078,27668,42584
2019,54,70-79 años,femenino,22588,17122,24861
2019,54,70-79 años,masculino,19277,14726,21173
2019,54,80+ años,femenino,12506,7901,11888
2019,54,80+ años,masculino,7632,5338,7702
2019,58,20-39 años,femenino,99316,90479,113916
2019,58,20-39 años,masculino,100863,89346,112890
2019,58,40-49 años,femenino,44182,34094,52513
2019,58,40-49 años,masculino,42552,32379,49774
2019,58,50-59 años,femenino,33462,26119,38246
2019,58,50-59 años,masculino,31136,25478,34944
2019,58,60-69 años,femenino,24341,16248,27930
2019,58,60-69 años,masculino,22315,15578,24845
2019,58,70-79 años,femenino,13856,8759,16297
2019,58,70-79 años,masculino,11433,7152,13406
2019,58,80+ años,femenino,7242,4518,7653
2019,58,80+ años,masculino,4155,2558,4713
2019,62,20-39 años,femenino,110505,98731,116790
2019,62,20-39 años,masculino,112584,97534,112237
2019,62,40-49 años,femenino,48525,38618,54479
2019,62,40-49 años,masculino,47387,37029,51161
2019,62,50-59 años,femenino,37398,31598,40561
2019,62,50-59 años,masculino,35771,30736,37442
2019,62,60-69 años,femenino,29282,22279,31718
2019,62,60-69 años,masculino,27341,21262,28479
2019,62,70-79 años,femenino,18401,13017,20472
2019,62,70-79 años,masculino,15664,10919,16705
2019,62,80+ años,femenino,10258,7276,10724
2019,62,80+ años,masculino,6388,4282,6579
2019,66,20-39 años,femenino,218508,185945,231892
2019,66,20-39 años,masculino,215599,176250,221105
2019,66,40-49 años,femenino,82727,63301,94685
2019,66,40-49 años,masculino,77919,59968,86658
2019,66,50-59 años,femenino,60427,50972,68606
2019,66,50-59 años,masculino,56592,47734,62140
2019,66,60-69 años,femenino,46166,35107,51823
2019,66,60-69 años,masculino,41260,31824,45503
2019,66,70-79 años,femenino,28591,20969,32597
2019,66,70-79 años,masculino,23227,17581,25719
2019,66,80+ años,femenino,15727,10650,16843
2019,66,80+ años,masculino,9657,6587,10223
2019,70,20-39 años,femenino,115104,101152,123782
2019,70,20-39 años,masculino,117626,100247,120794
2019,70,40-49 años,femenino,47278,36950,54214
2019,70,40-49 años,masculino,46313,34288,51224
2019,70,50-59 años,femenino,36191,33234,40369
2019,70,50-59 años,masculino,33243,29374,36295
2019,70,60-69 años,femenino,30950,25711,33525
2019,70,60-69 años,masculino,26195,21884,27935
2019,70,70-79 años,femenino,20883,15054,23780
2019,70,70-79 años,masculino,15793,11129,17704
2019,70,80+ años,femenino,10486,7695,11203
2019,70,80+ años,masculino,5937,4332,6202
2019,74,20-39 años,femenino,75940,64821,84325
2019,74,20-39 años,masculino,76313,63709,81276
2019,74,40-49 años,femenino,31539,24266,38019
2019,74,40-49 años,masculino,31412,24266,35812
2019,74,50-59 años,femenino,24293,20529,28104
2019,74,50-59 años,masculino,23989,19991,26806
2019,74,60-69 años,femenino,20105,15477,21935
2019,74,60-69 años,masculino,18398,14298,20001
2019,74,70-79 años,femenino,13343,9198,14571
2019,74,70-79 años,masculino,10856,7306,11791
2019,74,80+ años,femenino,7530,5220,7210
2019,74,80+ años,masculino,4116,2706,4022
2019,78,20-39 años,femenino,56237,45102,55088
2019,78,20-39 años,masculino,59971,49924,53970
2019,78,40-49 años,femenino,22771,15361,24452
2019,78,40-49 años,masculino,25086,16783,24027
2019,78,50-59 años,femenino,14916,11045,16593
2019,78,50-59 años,masculino,16253,12308,15689
2019,78,60-69 años,femenino,9909,6612,11223
2019,78,60-69 años,masculino,10208,6479,10478
2019,78,70-79 años,femenino,5288,3507,5904
2019,78,70-79 años,masculino,4309,3089,4694
2019,78,80+ años,femenino,2567,1479,2836
2019,78,80+ años,masculino,1570,977,1783
2019,82,20-39 años,femenino,536034,493478,542694
2019,82,20-39 años,masculino,537615,486727,516588
2019,82,40-49 años,femenino,224812,183991,248080
2019,82,40-49 años,masculino,218045,175727,234691
2019,82,50-59 años,femenino,181049,167690,189388
2019,82,50-59 años,masculino,168156,156233,172779
2019,82,60-69 años,femenino,157622,134873,162011
2019,82,60-69 años,masculino,135322,114720,139891
2019,82,70-79 años,femenino,113765,99187,117583
2019,82,70-79 años,masculino,80893,68596,86373
2019,82,80+ años,femenino,78073,66143,68016
2019,82,80+ años,masculino,35996,30066,34882
2019,86,20-39 años,femenino,151118,129191,172285
2019,86,20-39 años,masculino,149092,124318,163848
2019,86,40-49 años,femenino,57051,42326,68767
2019,86,40-49 años,masculino,55103,42598,65744
2019,86,50-59 años,femenino,40053,36474,46317
2019,86,50-59 años,masculino,39931,36800,45336
2019,86,60-69 años,femenino,32696,25699,37115
2019,86,60-69 años,masculino,31379,24740,34899
2019,86,70-79 años,femenino,20682,16733,23080
2019,86,70-79 años,masculino,17314,13364,19512
2019,86,80+ años,femenino,12240,9389,12442
2019,86,80+ años,masculino,6954,5358,6986
2019,90,20-39 años,femenino,262967,226895,277243
2019,90,20-39 años,masculino,261303,218784,264035
2019,90,40-49 años,femenino,101201,76219,118471
2019,90,40-49 años,masculino,96972,71113,110814
2019,90,50-59 años,femenino,74773,71259,83873
2019,90,50-59 años,masculino,69196,66235,76264
2019,90,60-69 años,femenino,65437,48044,73095
2019,90,60-69 años,masculino,58297,42909,63375
2019,90,70-79 años,femenino,39066,30247,45021
2019,90,70-79 años,masculino,30773,21967,35168
2019,90,80+ años,femenino,22388,16585,23457
2019,90,80+ años,masculino,11979,9083,12330
2019,94,20-39 años,femenino,27201,20975,31592
2019,94,20-39 años,masculino,28842,22179,31407
2019,94,40-49 años,femenino,11494,8485,13327
2019,94,40-49 años,masculino,11768,8785,13127
2019,94,50-59 años,femenino,8546,5715,9796
2019,94,50-59 años,masculino,8675,6477,8873
2019,94,60-69 años,femenino,5154,2567,6666
2019,94,60-69 años,masculino,5539,2690,6599
2019,94,70-79 años,femenino,2083,1147,2695
2019,94,70-79 años,masculino,1908,967,2382
2019,94,80+ años,femenino,893,516,1197
2019,94,80+ años,masculino,514,253,711
2020,2,20-39 años,femenino,441202,484168,487711
2020,2,20-39 años,masculino,425199,454946,450632
2020,2,40-49 años,femenino,221703,187595,239774
2020,2,40-49 años,masculino,205151,164907,212440
2020,2,50-59 años,femenino,176220,183815,197626
2020,2,50-59 años,masculino,150150,148342,163778
2020,2,60-69 años,femenino,166714,161947,177234
2020,2,60-69 años,masculino,125286,118583,134881
2020,2,70-79 años,femenino,134602,122818,145588
2020,2,70-79 años,masculino,84911,75651,94649
2020,2,80+ años,femenino,102059,103481,100610
2020,2,80+ años,masculino,45128,43706,47994
2020,6,20-39 años,femenino,2543329,2386526,2616669
2020,6,20-39 años,masculino,2573186,2355157,2508060
2020,6,40-49 años,femenino,1144528,923540,1237642
2020,6,40-49 años,masculino,1111072,878829,1150653
2020,6,50-59 años,femenino,904403,809178,953510
2020,6,50-59 años,masculino,843367,746141,867242
2020,6,60-69 años,femenino,758070,634985,774148
2020,6,60-69 años,masculino,653348,546377,660434
2020,6,70-79 años,femenino,539545,433495,554740
2020,6,70-79 años,masculino,395671,309294,409703
2020,6,80+ años,femenino,334561,273440,315700
2020,6,80+ años,masculino,164072,131016,164197
2020,10,20-39 años,femenino,62556,55342,69568
2020,10,20-39 años,masculino,64645,55022,67484
2020,10,40-49 años,femenino,26871,19393,29756
2020,10,40-49 años,masculino,26388,19217,28320
2020,10,50-59 años,femenino,19506,16431,21346
2020,10,50-59 años,masculino,19183,16388,20057
2020,10,60-69 años,femenino,15629,11449,16782
2020,10,60-69 años,masculino,14908,10681,15424
2020,10,70-79 años,femenino,9968,7217,10466
2020,10,70-79 años,masculino,8323,5499,8744
2020,10,80+ años,femenino,5957,4286,5677
2020,10,80+ años,masculino,3328,2316,3212
2020,14,20-39 años,femenino,569456,507593,590657
2020,14,20-39 años,masculino,572811,498838,566330
2020,14,40-49 años,femenino,241195,191413,267414
2020,14,40-49 años,masculino,235056,181180,251147
2020,14,50-59 años,femenino,191298,170765,203970
2020,14,50-59 años,masculino,178247,156517,187612
2020,14,60-69 años,femenino,164606,141195,171581
2020,14,60-69 años,masculino,141093,119457,146956
2020,14,70-79 años,femenino,122663,96107,125908
2020,14,70-79 años,masculino,89484,68845,92655
2020,14,80+ años,femenino,74849,59593,69646
2020,14,80+ años,masculino,36924,28366,36639
2020,18,20-39 años,femenino,176080,148775,197070
2020,18,20-39 años,masculino,173604,138900,184522
2020,18,40-49 años,femenino,65719,54902,76986
2020,18,40-49 años,masculino,60848,51230,71224
2020,18,50-59 años,femenino,53354,46132,60569
2020,18,50-59 años,masculino,49772,44558,54693
2020,18,60-69 años,femenino,43002,31320,48537
2020,18,60-69 años,masculino,39500,29139,43737
2020,18,70-79 años,femenino,26524,20115,29794
2020,18,70-79 años,masculino,21944,14897,24149
2020,18,80+ años,femenino,15544,10648,15796
2020,18,80+ años,masculino,8438,5930,8626
2020,22,20-39 años,femenino,192460,159894,189918
2020,22,20-39 años,masculino,189626,152280,176432
2020,22,40-49 años,femenino,70471,56286,74048
2020,22,40-49 años,masculino,66033,53574,68146
2020,22,50-59 años,femenino,54122,46586,55057
2020,22,50-59 años,masculino,50657,46076,49618
2020,22,60-69 años,femenino,42568,29566,42846
2020,22,60-69 años,masculino,39210,27792,38355
2020,22,70-79 años,femenino,24363,19108,24145
2020,22,70-79 años,masculino,19457,14645,18957
2020,22,80+ años,femenino,13875,9339,12530
2020,22,80+ años,masculino,7322,5221,6483
2020,26,20-39 años,femenino,93544,81868,92410
2020,26,20-39 años,masculino,97091,84211,90670
2020,26,40-49 años,femenino,42004,29538,44067
2020,26,40-49 años,masculino,43074,29708,42441
2020,26,50-59 años,femenino,29747,23806,30700
2020,26,50-59 años,masculino,29048,23880,28924
2020,26,60-69 años,femenino,22858,15686,23445
2020,26,60-69 años,masculino,21186,14908,21221
2020,26,70-79 años,femenino,13865,9358,14289
2020,26,70-79 años,masculino,11047,7362,11777
2020,26,80+ años,femenino,7768,4955,7728
2020,26,80+ años,masculino,4247,2882,4578
2020,30,20-39 años,femenino,205068,181868,216233
2020,30,20-39 años,masculino,206751,180087,209003
2020,30,40-49 años,femenino,87795,70409,96007
2020,30,40-49 años,masculino,85539,68190,91742
2020,30,50-59 años,femenino,69897,62229,75121
2020,30,50-59 años,masculino,66030,59068,70496
2020,30,60-69 años,femenino,59228,48478,62750
2020,30,60-69 años,masculino,51553,42986,54690
2020,30,70-79 años,femenino,42129,33533,43688
2020,30,70-79 años,masculino,31642,23320,33081
2020,30,80+ años,femenino,26273,20075,24813
2020,30,80+ años,masculino,12340,8892,12079
2020,34,20-39 años,femenino,91660,76229,97802
2020,34,20-39 años,masculino,91084,70895,90646
2020,34,40-49 años,femenino,34710,28654,38400
2020,34,40-49 años,masculino,32309,27768,35712
2020,34,50-59 años,femenino,27884,23495,29696
2020,34,50-59 años,masculino,27064,23061,27870
2020,34,60-69 años,femenino,22120,14822,23312
2020,34,60-69 años,masculino,20591,14406,21399
2020,34,70-79 años,femenino,12856,8864,13426
2020,34,70-79 años,masculino,11009,7985,11486
2020,34,80+ años,femenino,6859,4273,6494
2020,34,80+ años,masculino,4907,3032,4170
2020,38,20-39 años,femenino,119295,105651,129379
2020,38,20-39 años,masculino,118772,101644,123280
2020,38,40-49 años,femenino,50230,36462,58243
2020,38,40-49 años,masculino,48103,33503,54069
2020,38,50-59 años,femenino,35776,30416,41054
2020,38,50-59 años,masculino,32274,27544,36142
2020,38,60-69 años,femenino,27988,20884,32129
2020,38,60-69 años,masculino,24133,18578,27239
2020,38,70-79 años,femenino,17470,12105,20054
2020,38,70-79 años,masculino,13873,10108,15762
2020,38,80+ años,femenino,9187,5695,10245
2020,38,80+ años,masculino,5764,3560,6258
2020,42,20-39 años,femenino,51359,45815,53069
2020,42,20-39 años,masculino,52360,45954,51971
2020,42,40-49 años,femenino,23014,19045,24782
2020,42,40-49 años,masculino,22658,18718,23993
2020,42,50-59 años,femenino,19026,16205,19673
2020,42,50-59 años,masculino,18446,16307,18720
2020,42,60-69 años,femenino,15514,13111,15939
2020,42,60-69 años,masculino,14832,12477,14995
2020,42,70-79 años,femenino,11385,8773,11639
2020,42,70-79 años,masculino,9461,6999,9377
2020,42,80+ años,femenino,7245,5514,6443
2020,42,80+ años,masculino,4123,2871,3711
2020,46,20-39 años,femenino,64986,53370,65283
2020,46,20-39 años,masculino,65247,51953,61749
2020,46,40-49 años,femenino,25089,18037,26896
2020,46,40-49 años,masculino,24626,17795,25141
2020,46,50-59 años,femenino,18095,14518,18883
2020,46,50-59 años,masculino,17662,14637,17710
2020,46,60-69 años,femenino,14013,9652,14231
2020,46,60-69 años,masculino,13378,9320,13311
2020,46,70-79 años,femenino,8449,5966,8638
2020,46,70-79 años,masculino,7161,4606,6915
2020,46,80+ años,femenino,4927,3297,4183
2020,46,80+ años,masculino,2699,1883,2435
2020,50,20-39 años,femenino,296211,266341,307499
2020,50,20-39 años,masculino,300985,261436,296423
2020,50,40-49 años,femenino,124779,96901,137781
2020,50,40-49 años,masculino,119926,89448,128333
2020,50,50-59 años,femenino,96121,88760,105301
2020,50,50-59 años,masculino,88361,79980,93546
2020,50,60-69 años,femenino,84048,70866,90256
2020,50,60-69 años,masculino,71653,60727,76909
2020,50,70-79 años,femenino,60919,45239,66301
2020,50,70-79 años,masculino,46044,33912,50055
2020,50,80+ años,femenino,35424,26408,34214
2020,50,80+ años,masculino,19698,14439,19332
2020,54,20-39 años,femenino,196193,162165,208207
2020,54,20-39 años,masculino,195643,155091,192721
2020,54,40-49 años,femenino,71530,57984,78963
2020,54,40-49 años,masculino,68677,56352,73947
2020,54,50-59 años,femenino,55474,45206,59651
2020,54,50-59 años,masculino,53743,45901,55319
2020,54,60-69 años,femenino,41617,28190,45889
2020,54,60-69 años,masculino,40297,27668,42584
2020,54,70-79 años,femenino,23513,17122,24861
2020,54,70-79 años,masculino,20067,14726,21173
2020,54,80+ años,femenino,13045,7901,11888
2020,54,80+ años,masculino,7923,5338,7702
2020,58,20-39 años,femenino,99592,90479,113916
2020,58,20-39 años,masculino,101434,89346,112890
2020,58,40-49 años,femenino,45227,34094,52513
2020,58,40-49 años,masculino,43597,32379,49774
2020,58,50-59 años,femenino,34176,26119,38246
2020,58,50-59 años,masculino,31748,25478,34944
2020,58,60-69 años,femenino,25157,16248,27930
2020,58,60-69 años,masculino,22939,15578,24845
2020,58,70-79 años,femenino,14597,8759,16297
2020,58,70-79 años,masculino,12023,7152,13406
2020,58,80+ años,femenino,7602,4518,7653
2020,58,80+ años,masculino,4378,2558,4713
2020,62,20-39 años,femenino,111107,98731,116790
2020,62,20-39 años,masculino,113528,97534,112237
2020,62,40-49 años,femenino,49920,38618,54479
2020,62,40-49 años,masculino,48740,37029,51161
2020,62,50-59 años,femenino,37969,31598,40561
2020,62,50-59 años,masculino,36367,30736,37442
2020,62,60-69 años,femenino,29990,22279,31718
2020,62,60-69 años,masculino,27902,21262,28479
2020,62,70-79 años,femenino,19163,13017,20472
